british,american,irregular_plural,adjective,adverb,conjunction,determiner,discourse_marker,exclamation,interrogative,noun,possessive,preposition,pronoun,title,verb,starters,movers,flyers,animals,body_and_face,clothes,colours,family_and_friends,food_and_drink,health,home,materials,names,numbers,places_and_directions,school,sports_and_leisure,time,toys,transport,weather,work,world_around_us,audioKey,audioValue,cambridgeAudioGB,cambridgeAudioUS,audioSource,isBritishAccent,isAmericanAccent,definitionEn,definitionVi,translationVi,exampleStarters,exampleMovers,exampleFlyers,exampleStartersVi,exampleMoversVi,exampleFlyersVi,ipa,ipaGB,ipaUS,status
lift,elevator,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lift,http://dictionary.cambridge.org/us/media/english/us_pron/l/lif/lift_/lift.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukl/uklif/uklifes003.mp3,https://dictionary.cambridge.org/media/english/us_pron/l/lif/lift_/lift.mp3,Cambridge,FALSE,TRUE,A lift is a machine that carries people up and down in buildings.,Thang máy là máy giúp đưa người lên xuống trong tòa nhà.,thang máy,I use the lift.,She is waiting for the lift now.,We took the lift to the top floor of the tall building.,Em dùng thang máy.,Cô ấy đang chờ thang máy.,Chúng tôi đã đi thang máy lên tầng trên cùng của tòa nhà cao.,,/lɪft/,/lɪft/,done
Lily,Lily,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lily,http://dictionary.cambridge.org/us/media/english/us_pron/l/lil/lily_/lily.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukl/uklil/uklilt_003.mp3,https://dictionary.cambridge.org/media/english/us_pron/l/lil/lily_/lily.mp3,Cambridge,FALSE,TRUE,A lily is a beautiful flower with large petals and a nice smell.,Hoa loa kèn là một loại hoa đẹp với cánh to và mùi thơm dễ chịu.,hoa loa kèn,I see a lily.,The lily is blooming in the garden now.,Lily flowers grow well in the garden when they get enough sunlight.,Em nhìn thấy một bông hoa loa kèn.,Hoa loa kèn đang nở trong vườn bây giờ.,Hoa loa kèn phát triển tốt trong vườn khi có đủ ánh sáng mặt trời.,,/ˈlɪl.i/,/ˈlɪl.i/,done
lion,lion,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lion,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukl/uklin/uklink_010.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukl/uklin/uklink_010.mp3,https://dictionary.cambridge.org/media/english/us_pron/l/lio/lion_/lion.mp3,Cambridge,TRUE,TRUE,A lion is a big wild animal with a mane and loud roar.,"Sư tử là con vật lớn sống hoang dã, có bờm và tiếng gầm to.",sư tử,The lion is big.,The lion is roaring in the zoo now.,Lions live in groups called prides and hunt together in the wild.,Con sư tử to.,Con sư tử đang gầm trong sở thú.,Sư tử sống thành bầy và săn mồi cùng nhau ngoài tự nhiên.,,/ˈlaɪ.ən/,/ˈlaɪ.ən/,done
little,little,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,little,http://www.oxforddictionaries.com/media/english/uk_pron/l/lit/littl/little__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukl/uklit/uklitig008.mp3,https://dictionary.cambridge.org/media/english/us_pron/l/lit/littl/little.mp3,Oxford,TRUE,FALSE,Describing something that is small in size or amount.,Miêu tả một vật có kích thước hoặc số lượng nhỏ.,nhỏ,I have a little dog.,She is eating a little cake now.,There is a little park near my house where I play every day.,Em có một con chó nhỏ.,Cô ấy đang ăn một ít bánh nhỏ bây giờ.,Có một công viên nhỏ gần nhà em nơi em chơi mỗi ngày.,,/ˈlɪt.əl/,/ˈlɪt̬.əl/,done
look for,look for,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,look for,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/L/1M0AIDVQA0OTD.mp3,,,Vocabulary.com,FALSE,TRUE,To try to find something or someone by looking carefully.,Cố gắng tìm thứ gì đó hoặc ai đó bằng cách nhìn kỹ.,tìm kiếm,I look for my toy.,She is looking for her book now.,They looked for the lost puppy all afternoon yesterday.,Em tìm đồ chơi của mình.,Cô ấy đang tìm quyển sách của mình bây giờ.,Họ đã tìm con chó con bị mất cả buổi chiều hôm qua.,,/lʊk fɔːr/,/lʊk fɔːr/,done
lose,lose,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lose,http://www.onelook.com/pronounce/macmillan/UK/lose-British-English-pronunciation_85612.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukl/ukloo/ukloose017.mp3,https://dictionary.cambridge.org/media/english/us_pron/l/los/lose_/lose.mp3,OneLook/Macmillan,TRUE,FALSE,To not have something anymore because you can't find it or keep it.,Không còn thứ gì nữa vì bạn không tìm thấy hoặc giữ được nó.,mất,I lose my toy.,She lost her keys yesterday at school.,"If you lose your book, you should ask your teacher for help.",Em làm mất đồ chơi của mình.,Cô ấy đã làm mất chìa khóa ở trường hôm qua.,"Nếu bạn làm mất sách, bạn nên hỏi cô giáo để giúp đỡ.",,/luːz/,/luːz/,done
loud,loud,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,loud,http://img2.tfd.com/pron/mp3/en/US/dg/dgd7sksydyht.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukl/ukloo/ukloose027.mp3,https://dictionary.cambridge.org/media/english/us_pron/l/lou/loud_/loud.mp3,The Free Dictionary,FALSE,TRUE,Describing a sound that is very strong and easy to hear.,Miêu tả âm thanh rất to và dễ nghe rõ.,to tiếng,It is loud.,The music is loud in the room.,The loud noise scared the little children in the park.,Nó to tiếng.,Âm nhạc rất to trong phòng.,Tiếng ồn to làm các em nhỏ trong công viên sợ.,,/laʊd/,/laʊd/,done
loudly,loudly,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,loudly,http://dictionary.cambridge.org/us/media/english/us_pron/l/lou/loudl/loudly.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukl/ukloo/ukloose029.mp3,https://dictionary.cambridge.org/media/english/us_pron/l/lou/loudl/loudly.mp3,Cambridge,FALSE,TRUE,"Describing speaking or making noise in a strong, clear sound.","Miêu tả nói hoặc tạo tiếng ồn to, rõ ràng và mạnh.",to tiếng,I speak loudly.,She shouted loudly because she was happy.,The children played loudly in the park all afternoon.,Em nói to tiếng.,Cô ấy hét to tiếng vì cô ấy vui.,Các bạn nhỏ chơi to tiếng ở công viên suốt buổi chiều.,,/ˈlaʊd.li/,/ˈlaʊd.li/,done
machine,machine,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,machine,http://img2.tfd.com/pron/mp3/en/US/df/dfd3dhddd5d3sgd5hn.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmac/ukmaced007.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mac/machi/machine.mp3,The Free Dictionary,FALSE,TRUE,A machine is something made to help people do work or tasks.,Máy móc là đồ vật giúp con người làm việc hoặc nhiệm vụ.,máy móc,I see a machine.,The machine is working in the factory.,This machine can help people do many different jobs quickly.,Em nhìn thấy một chiếc máy.,Chiếc máy đang hoạt động trong nhà máy.,Chiếc máy này có thể giúp mọi người làm nhiều việc khác nhau nhanh chóng.,,/məˈʃiːn/,/məˈʃiːn/,done
map,map,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,map,http://static.sfdict.com/staticrep/dictaudio/M01/M0131100.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukman/ukmanuf009.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/map/map__/map.mp3,SF Dictionary,FALSE,FALSE,A map is a picture that shows places and directions.,Bản đồ là hình vẽ chỉ các nơi và hướng đi.,bản đồ,I have a map.,She is looking at the map now.,We used a map to find the park yesterday.,Em có một bản đồ.,Cô ấy đang nhìn vào bản đồ bây giờ.,Chúng tôi đã dùng bản đồ để tìm công viên hôm qua.,,/mæp/,/mæp/,done
market,market,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,market,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/M/OPX1SFGO8JOU.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmar/ukmargi019.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mar/marke/market.mp3,Vocabulary.com,FALSE,TRUE,A place where people buy and sell food and other things.,Nơi mọi người mua và bán thức ăn và đồ dùng khác.,chợ,I go to the market.,My mum bought fruit at the market yesterday.,We are going to the market to buy fresh vegetables for dinner.,Em đi đến chợ.,Mẹ em đã mua trái cây ở chợ hôm qua.,Chúng tôi sẽ đi chợ để mua rau tươi cho bữa tối.,,/ˈmɑː.kɪt/,/ˈmɑːr.kɪt/,done
Mary,Mary,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mary,http://www.yourdictionary.com/audio/m/ma/mary.mp3,,,YourDictionary,FALSE,TRUE,A girl's name used to call or talk about a person.,Tên của một cô gái dùng để gọi hoặc nói về một người.,Mary,Mary is my friend.,Mary is playing in the garden now.,Mary went to the park because she wanted to play with her friends.,Mary là bạn của tôi.,Mary đang chơi trong vườn bây giờ.,Mary đã đi công viên vì cô ấy muốn chơi với bạn bè.,,/ˈmɛə.ri/,/ˈmɛr.i/,done
matter,matter,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,matter,http://www.yourdictionary.com/audio/m/ma/matter.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmat/ukmatri013.mp3,https://dictionary.cambridge.org/media/english/us_pron/e/eus/eus72/eus72937.mp3,YourDictionary,FALSE,TRUE,A matter is a subject or problem to think about or solve.,Vấn đề là điều cần suy nghĩ hoặc giải quyết.,vấn đề,This matter is important.,The matter was about health at school.,"If the matter is serious, we must tell a teacher or doctor.",Vấn đề này quan trọng.,Vấn đề là về sức khỏe ở trường.,"Nếu vấn đề nghiêm trọng, chúng ta phải nói với giáo viên hoặc bác sĩ.",,/ˈmæt.ər/,/ˈmæt̬.ɚ/,done
mean,mean,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mean,http://dictionary.cambridge.org/us/media/english/us_pron/m/mea/mean_/mean.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmcc/ukmccar016.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mea/mean_/mean.mp3,Cambridge,FALSE,TRUE,To say or show what something is or represents.,Nói hoặc cho biết điều gì đó có nghĩa là gì.,có nghĩa là,I mean yes.,What do you mean by that?,"When I say ""hello,"" I mean a friendly greeting to you.",Tôi có nghĩa là có.,Bạn có ý gì với điều đó?,"Khi tôi nói ""xin chào,"" tôi có nghĩa là lời chào thân thiện với bạn.",,/miːn/,/miːn/,done
message,message,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,message,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/M/O2GOHT8LDR9G.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmes/ukmesh_006.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mes/messa/message.mp3,Vocabulary.com,FALSE,TRUE,A message is words sent to someone to share information.,Tin nhắn là lời nói hoặc chữ viết gửi cho người khác để truyền thông tin.,tin nhắn,I send a message.,She sent a message to her friend yesterday.,I have been sending messages to my teacher about the homework.,Em gửi một tin nhắn.,Cô ấy đã gửi tin nhắn cho bạn cô ấy hôm qua.,Em đã gửi nhiều tin nhắn cho cô giáo về bài tập về nhà.,,/ˈmes.ɪdʒ/,/ˈmes.ɪdʒ/,done
milkshake,milkshake,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,milkshake,http://img2.tfd.com/pron/mp3/en/UK/df/dfd3drdndnsyd3dyshd3gh.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukc/ukcld/ukcld00887.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/usc/uscld/uscld00887.mp3,The Free Dictionary,TRUE,FALSE,A milkshake is a cold drink made with milk and ice cream.,Sữa lắc là đồ uống lạnh làm từ sữa và kem.,sữa lắc,I like milkshakes.,She drank a chocolate milkshake yesterday.,"If you want a sweet drink, you can try a milkshake with ice cream.",Em thích sữa lắc.,Cô ấy đã uống sữa lắc socola hôm qua.,"Nếu bạn muốn đồ uống ngọt, bạn có thể thử sữa lắc với kem.",,/ˈmɪlk.ʃeɪk/,/ˈmɪlk.ʃeɪk/,done
mistake,mistake,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mistake,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukm/ukmis/ukmispr028.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmis/ukmispr028.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mis/mista/mistake.mp3,Cambridge,TRUE,TRUE,A mistake is something wrong or not correct that you do.,Lỗi sai là điều không đúng hoặc bị nhầm khi bạn làm.,lỗi sai,I see a mistake.,She made a mistake in her homework.,"If you find a mistake, you should tell your teacher to fix it.",Em thấy một lỗi sai.,Cô ấy đã mắc lỗi sai trong bài tập về nhà.,"Nếu bạn tìm thấy lỗi sai, bạn nên nói với cô giáo để sửa nó.",,/mɪˈsteɪk/,/mɪˈsteɪk/,done
model,model,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,model,http://www.yourdictionary.com/audio/m/mo/model.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmoc/ukmocki011.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mod/model/model.mp3,YourDictionary,FALSE,TRUE,A model is a small copy of something big or real.,Mô hình là bản sao nhỏ của vật thật hoặc lớn hơn.,mô hình,I have a model car.,She is playing with her model airplane.,He built a model of a famous building for his school project.,Em có một chiếc xe mô hình.,Cô ấy đang chơi với máy bay mô hình của mình.,Em ấy đã làm một mô hình tòa nhà nổi tiếng cho dự án ở trường.,,/ˈmɒd.əl/,/ˈmɑː.dəl/,done
Monday,Monday,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,monday,http://www.oxforddictionaries.com/media/english/uk_pron/m/mon/monda/monday__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmon/ukmonac010.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mon/monda/monday.mp3,Oxford,TRUE,FALSE,A noun meaning the second day of the week after Sunday.,"Thứ hai là ngày thứ hai trong tuần, sau chủ nhật.",thứ hai,Today is Monday.,I go to school on Monday every week.,"On Monday, we have a music class in the afternoon.",Hôm nay là thứ hai.,Tôi đi học vào thứ hai mỗi tuần.,"Vào thứ hai, chúng tôi có lớp học nhạc vào buổi chiều.",,/ˈmʌn.deɪ/,/ˈmʌn.deɪ/,done
moon,moon,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,moon,http://www.yourdictionary.com/audio/m/mo/moon.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmon/ukmonot029.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/moo/moon_/moon.mp3,YourDictionary,FALSE,TRUE,A moon is a round object that goes around a planet at night.,Mặt trăng là vật tròn quay quanh trái đất vào ban đêm.,mặt trăng,The moon is bright.,We saw the moon shining in the sky last night.,The moon changes shape every night because it moves around the Earth.,Mặt trăng sáng.,Chúng tôi đã thấy mặt trăng sáng trên trời đêm qua.,Mặt trăng thay đổi hình dạng mỗi đêm vì nó quay quanh Trái đất.,,/muːn/,/muːn/,done
more,more,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,more,http://dictionary.cambridge.org/us/media/english/us_pron/m/mor/more_/more.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmor/ukmorda003.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mor/more_/more.mp3,Cambridge,FALSE,TRUE,Describing a larger amount or number of something.,Diễn tả số lượng hoặc số nhiều hơn cái gì đó.,nhiều hơn,I want more juice.,She has more toys than me.,"If you eat more fruits, you will be healthier.",Em muốn nhiều nước ép hơn.,Cô ấy có nhiều đồ chơi hơn em.,"Nếu bạn ăn nhiều trái cây hơn, bạn sẽ khỏe mạnh hơn.",,/mɔːr/,/mɔːr/,done
most,most,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,most,http://www.onelook.com/pronounce/macmillan/US/most-American-English-pronunciation_28826.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmor/ukmorta023.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mos/most_/most.mp3,OneLook/Macmillan,FALSE,TRUE,Describing the greatest amount or number of something.,Diễn tả số lượng hoặc phần lớn nhất của một thứ gì đó.,phần lớn,I like most toys.,Most children like playing outside after school.,Most people enjoy spending time with their family on weekends.,Em thích phần lớn các đồ chơi.,Phần lớn trẻ em thích chơi ngoài trời sau giờ học.,Phần lớn mọi người thích dành thời gian với gia đình vào cuối tuần.,,/məʊst/,/moʊst/,done
mountain,mountain,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,mountain,http://www.onelook.com/pronounce/macmillan/UK/mountain-British-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmot/ukmotor019.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mou/mount/mountain.mp3,OneLook/Macmillan,TRUE,FALSE,A mountain is a very high and big land that rises above the ground.,"Núi là vùng đất cao lớn, nhô lên trên mặt đất.",núi,I see a mountain.,We climbed a mountain last weekend.,The mountain was covered with snow during our winter holiday.,Em nhìn thấy một ngọn núi.,Chúng tôi đã leo núi vào cuối tuần trước.,Ngọn núi phủ đầy tuyết trong kỳ nghỉ đông của chúng tôi.,,/ˈmaʊn.tɪn/,/ˈmaʊn.tən/,done
moustache,mustache,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,moustache,http://www.yourdictionary.com/audio/m/mo/moustache.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmou/ukmourn008.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mou/moust/moustache.mp3,YourDictionary,FALSE,TRUE,A moustache is hair that grows above a man's upper lip.,Râu mép là tóc mọc trên môi trên của đàn ông.,râu mép,He has a moustache.,My grandpa had a big moustache last year.,The man with the moustache is my uncle who lives in Hanoi.,Anh ấy có râu mép.,Ông của tôi đã có râu mép lớn năm ngoái.,"Người đàn ông có râu mép là chú tôi, sống ở Hà Nội.",,/ˈmʌs.tɑːʃ/,/ˈmʌs.tæʃ/,done
move,move,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,move,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukm/ukmou/ukmourn016.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmou/ukmourn016.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mov/move_/move.mp3,Cambridge,TRUE,TRUE,To change place or position by going from one spot to another.,Di chuyển là thay đổi vị trí hoặc chỗ đứng sang nơi khác.,di chuyển,I move my hand.,She is moving the chair to the table.,We moved to a new house last summer because of my dad's job.,Em di chuyển tay của mình.,Cô ấy đang di chuyển cái ghế đến bàn.,Chúng em đã chuyển đến nhà mới vào mùa hè năm ngoái vì công việc của bố em.,,/muːv/,/muːv/,done
must,must,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,must,http://www.yourdictionary.com/audio/m/mu/must.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukm/ukmus/ukmusic009.mp3,https://dictionary.cambridge.org/media/english/us_pron/m/mus/must_/must.mp3,YourDictionary,FALSE,TRUE,To have to do something because it is necessary or very important.,Phải làm gì đó vì điều đó cần thiết hoặc rất quan trọng.,phải,I must go now.,She must finish her homework today.,You must wear a helmet when you ride a bike for safety.,Em phải đi bây giờ.,Cô ấy phải làm xong bài tập về nhà hôm nay.,Bạn phải đội mũ bảo hiểm khi đi xe đạp để an toàn.,,/mʌst/,/mʌst/,done
